Stores,Store Code,Description,Barcode,Retail Price,Sold Price,Last Sold,Avg Wkly Sales,Competitor,Price Check Date,Competitor Price,Diff (€),Diff (%),Match Cost (PW),Offer,Details
3,198043,FOREST FEAST ROAST & SALT CASHEWS 180G,5022374019230,4.99,4.99,20/02/2018,5,Tesco Ireland Website,25/02/2018,4.75,0.24,0.0505,1.2,,
4,207133,FRONTIER FOODS APPLE CIDER VINEGAR 750M,5391524931044,5.49,5.49,23/02/2018,5,Super Value Website,25/02/2018,4.99,0.25,0.0501,1.25,,
4,37697,SIMPLE EYE MAKE UP REMOVER 125ML,5011451103917,5,5,08/02/2018,4,Tesco Ireland Website,25/02/2018,2.12,2.88,1.3584,11.52,HALF PRICE Was 4.25 Now 2....,valid from 20/2/2018 until 19/3/2018
3,207233,NIVEA SHOWER CREME & OIL LOTUS,4005900382467,3.49,3.49,23/02/2018,4,Tesco Ireland Website,25/02/2018,1.5,1.99,1.3266,7.96,,
4,79468,NIVEA MEN SENS  SHAVING FOAM  200ML,4005808222698,4.79,4.79,23/02/2018,4,Super Value Website,25/02/2018,2.14,2.65,1.2383,10.6,Special Offer,Feb 15th - Mar 7th
4,15348,SIMPLE FOAMING FACIAL WASH 150ML,5011451103870,5,5,22/02/2018,4,Tesco Ireland Website,25/02/2018,2.27,2.73,1.2026,10.92,HALF PRICE Was 4.55 Now 2....,valid from 20/2/2018 until 19/3/2018
4,116269,GOODIES ORGANIX ANIMAL BISC 100G,5024121617300,3.29,3.29,23/02/2018,4,Tesco Ireland Website,25/02/2018,1.5,1.79,1.1933,7.16,SAVE 25c Was 1.75 Now 1.50,valid from 20/2/2018 until 19/3/2018
3,207233,NIVEA SHOWER CREME & OIL LOTUS,4005900382467,3.49,3.49,23/02/2018,4,Super Value Website,25/02/2018,1.64,1.85,1.128,7.4,Special Offer,Feb 15th - Mar 7th
4,17326,SIMPLE FACIAL WASH GEL 150M,5011451103863,4.75,4.75,16/02/2018,4,Tesco Ireland Website,25/02/2018,2.27,2.48,1.0925,9.92,HALF PRICE Was 4.55 Now 2....,valid from 20/2/2018 until 19/3/2018
4,19392,NIVEA CREME JAR 200ML,5025970801322,5.89,5.89,13/02/2018,4,Tesco Ireland Website,25/02/2018,2.84,3.05,1.0739,12.2,SAVE 33%,valid from 20/2/2018 until 19/3/2018
3,117091,RADOX HERBAL BATH MUSCLE THERAPY 500ML,5000231070112,3.38,3.38,22/02/2018,4,Tesco Ireland Website,25/02/2018,1.65,1.73,1.0484,6.92,HALF PRICE Was 3.30 Now 1....,valid from 20/2/2018 until 19/3/2018
4,31499,OLAY COMPLETE CARE DAYCREAM 50ML,5000174394948,13.99,13.99,04/02/2018,4,Tesco Ireland Website,25/02/2018,6.87,7.12,1.0363,28.48,HALF PRICE Was 13.75 Now 6...,valid from 20/2/2018 until 19/3/2018
2,37799,DOVE APA INVISIBLE 150ML,8717163994252,3.99,3.99,16/02/2018,4,Tesco Ireland Website,25/02/2018,1.99,2,1.005,8,HALF PRICE Was 3.99 Now 1....,valid from 20/2/2018 until 19/3/2018
4,195984,RIGHT GUARD TOTAL DEF 5 ACTIVE AERO 250M,5012583200765,4.29,4.29,21/02/2018,4,Tesco Ireland Website,25/02/2018,2.14,2.15,1.0046,8.6,HALF PRICE Was 4.29 Now 2....,valid from 20/2/2018 until 19/3/2018
3,84241,RIGHT GUARD TOTAL DEF FRESH AERO 250ML,5012583200789,4.29,4.29,20/02/2018,4,Tesco Ireland Website,25/02/2018,2.14,2.15,1.0046,8.6,HALF PRICE Was 4.29 Now 2....,valid from 20/2/2018 until 19/3/2018
3,146913,GARNIER INV DEOD WOM SPRAY BL/WHITE 250M,3600541254466,4.95,4.95,06/01/2018,4,Tesco Ireland Website,25/02/2018,2.47,2.48,1.004,9.92,HALF PRICE Was 4.95 Now 2....,valid from 20/2/2018 until 19/3/2018
4,177177,COMFORT INTENSE FRESH SKY 64W 960ML,8712561877480,6.33,6.33,17/02/2018,4,Super Value Website,25/02/2018,3.16,3.17,1.0031,12.68,Special Offer,Feb 15th - Mar 7th
4,26226,RADOX HERBAL BATH MUSCLE SOAK 500ML,5000231050831,3.3,3.3,23/02/2018,4,Tesco Ireland Website,25/02/2018,1.65,1.65,1,6.6,HALF PRICE Was 3.30 Now 1....,valid from 20/2/2018 until 19/3/2018
3,170739,WEETABIX MINIS FRUIT & NUT 600G,5010029219289,3.5,3.5,17/02/2018,4,Super Value Website,25/02/2018,1.75,1.75,1,7,,
3,199579,GREEN ISLE MIX BAN/KALE/MANGO/L/GR 450G,5391527072942,4,4,08/02/2018,4,Super Value Website,25/02/2018,2,2,1,8,,
4,132319,FAIRY GEL NON BIO 24W 888ML,5410076708635,8.99,10.89,19/02/2018,4,Tesco Ireland Website,25/02/2018,5,4.94,0.988,19.76,HALF PRICE Was 10.00 Now 5...,valid from 7/2/2018 until 6/3/2018
4,189645,HB MAGNUM DOUBLE CHOC 3PK 264ML,8712100845062,5.95,5.95,17/02/2018,4,Tesco Ireland Website,25/02/2018,3,2.95,0.9833,11.8,SAVE 2.05 Was 5.05 Now 3.00,valid from 30/1/2018 until 26/2/2018
3,189489,MAGNUM DOUBLE CARAMEL 3X88ML,8712100856327,5.95,5.95,22/02/2018,4,Tesco Ireland Website,25/02/2018,3,2.95,0.9833,11.8,SAVE 2.05 Was 5.05 Now 3.00,valid from 30/1/2018 until 26/2/2018
3,180294,SIMPLE H/W MOISTURE 250ML,8712561847247,2.75,2.75,17/02/2018,4,Tesco Ireland Website,25/02/2018,1.39,1.36,0.9784,5.44,HALF PRICE Was 2.79 Now 1....,valid from 20/2/2018 until 19/3/2018
3,166312,COMFORT LAVENDER  1.5LTR,8711700708661,4.59,4.59,21/02/2018,4,Super Value Website,25/02/2018,2.36,2.23,0.9449,8.92,Special Offer,Feb 15th - Mar 7th
4,6442,IM/LEATH TALC ORIGINAL 300G,5000101018145,3.29,3.29,21/02/2018,4,Tesco Ireland Website,25/02/2018,1.75,1.54,0.88,6.16,,
4,10088,BRYLCREEM RED STYLING POT 150ML,5000231039508,3.95,3.95,18/02/2018,4,Super Value Website,25/02/2018,2.2,1.75,0.7954,7,Special Offer,Feb 15th - Mar 7th
4,182317,MR MUSCLE POWER SHOWER 750ML,5000204845662,3.99,3.5,22/02/2018,4,Super Value Website,25/02/2018,2,1.5,0.75,6,Special Offer,Feb 15th - Mar 7th
2,203852,INNOCENT SUPER JUICE OR/BL/ORANGE 750ML,5038862134279,4.29,4.29,17/02/2018,4,Tesco Ireland Website,25/02/2018,2.5,1.79,0.716,7.16,SAVE 99c Was 3.49 Now 2.50,valid from 31/1/2018 until 27/2/2018
3,79226,JOHNSONS BABY SPOO+50% EXT 300ML,3574660453072,2.99,3.15,17/02/2018,4,Tesco Ireland Website,25/02/2018,1.84,1.31,0.7119,5.24,SAVE 33%,valid from 20/2/2018 until 19/3/2018
2,218553,BREYERS DELIGHTS COOKIES & CREAM 500ML,8714100648377,5.99,5.99,23/02/2018,4,Super Value Website,25/02/2018,3.5,2.49,0.7114,9.96,Special Offer,Feb 15th - Mar 7th
4,203858,ALPRO HAZELNUT/CHOC ICE CREAM 500ML,5411188123415,5.95,5.95,23/02/2018,4,Tesco Ireland Website,25/02/2018,3.5,2.45,0.7,9.8,SAVE 1.50 Was 5.00 Now 3.50,valid from 30/1/2018 until 26/2/2018
3,196379,FAIRY PLATINUM LEMON TABS 27PK,8001090039194,8,14.99,22/02/2018,4,Super Value Website,25/02/2018,7.5,5.16,0.688,20.64,Special Offer,Feb 15th - Mar 7th
3,202445,HB MAGNUM DBL RASPBERRY 3PK 264ML,8714100684764,5,5,21/02/2018,4,Tesco Ireland Website,25/02/2018,3,2,0.6666,8,,
3,202444,HB MAGNUM DBL COCONUT 3PK 264ML,8714100684962,5,5,22/02/2018,4,Tesco Ireland Website,25/02/2018,3,2,0.6666,8,SAVE 2.05 Was 5.05 Now 3.00,valid from 30/1/2018 until 26/2/2018
4,189924,PANTENE COND REPAIR +PROTECT 250ML,4084500378476,4.3,4.3,18/02/2018,4,Tesco Ireland Website,25/02/2018,2.59,1.71,0.6602,6.84,,
4,189923,PANTENE COND SMOOTH & SLEEK 250ML,4084500378506,4.3,4.3,23/02/2018,4,Tesco Ireland Website,25/02/2018,2.59,1.71,0.6602,6.84,,
4,130512,PANTENE S/POO IRIS RESTAGE REP/PROT 250M,5013965904790,4.3,4.3,22/02/2018,4,Tesco Ireland Website,25/02/2018,2.59,1.71,0.6602,6.84,,
4,130505,PANTENE SMOOTH & SLEEK SHAMPOO 250M,5013965904998,4.3,4.3,20/02/2018,4,Tesco Ireland Website,25/02/2018,2.59,1.71,0.6602,6.84,,
3,156106,RIGHT GUARD INV POWER  DEOD 150ML,5012583200758,3.55,3.55,07/02/2018,4,Tesco Ireland Website,25/02/2018,2.14,1.41,0.6588,5.64,HALF PRICE Was 4.29 Now 2....,valid from 15/2/2018 until 28/2/2018
4,196570,DETTOL DISINFECT SPRAY BLUE ORCHARD 400M,5011417565216,4.95,4.95,10/02/2018,4,Tesco Ireland Website,25/02/2018,3,1.95,0.65,7.8,SAVE 1.95 Was 4.95 Now 3.00,valid from 15/2/2018 until 28/2/2018
4,132142,BLUE DRAGON THAI GREEN PASTE 285G,5010338206093,2.85,2.85,23/02/2018,4,Tesco Ireland Website,25/02/2018,1.73,1.12,0.6473,4.48,SAVE 33%,valid from 31/1/2018 until 26/2/2018
4,138337,SPECIAL K BISC MOMENTS STRAWB 5X25G,5050083731136,3.29,3.29,23/02/2018,4,Tesco Ireland Website,25/02/2018,2,1.29,0.645,5.16,SAVE 1.29 Was 3.29 Now 2.00,valid from 15/2/2018 until 28/2/2018
4,143143,SPECIAL K BISCUIT MOMENTS CHCO 5X25G,5050083767265,3.29,3.29,23/02/2018,4,Tesco Ireland Website,25/02/2018,2,1.29,0.645,5.16,SAVE 1.29 Was 3.29 Now 2.00,valid from 15/2/2018 until 28/2/2018
2,141631,LYOD GROSSMAN KORMA 350G,5000354159558,3.25,3.25,21/02/2018,4,Tesco Ireland Website,25/02/2018,2,1.25,0.625,5,SAVE 1.25 Was 3.25 Now 2.00,valid from 31/1/2018 until 26/2/2018
4,196728,LOREAL MAGIC RETOUCH 5 RED,3600523337712,13.99,13.99,16/02/2018,4,Tesco Ireland Website,25/02/2018,8.7,5.29,0.608,21.16,SAVE 33%,valid from 20/2/2018 until 19/3/2018
4,145565,BOUNTY 4X57G,5000159454452,3.19,3.19,23/02/2018,4,Super Value Website,25/02/2018,2,1.19,0.595,4.76,Special Offer,Feb 15th - Mar 7th
2,2064,KNORR PASTARIA PASTA PRIMAVERA 180G,5011002606980,2.39,2.39,23/02/2018,4,Super Value Website,25/02/2018,1.5,0.89,0.5933,3.56,Special Offer,Feb 15th - Mar 7th
2,2064,KNORR PASTARIA PASTA PRIMAVERA 180G,5011002606980,2.39,2.39,23/02/2018,4,Tesco Ireland Website,25/02/2018,1.5,0.89,0.5933,3.56,SAVE 79c Was 2.29 Now 1.50,valid from 15/2/2018 until 28/2/2018
3,23235,KELLOGGS RICE KRISPIE SQUARES M/MA 4X36G,5000127730137,2.25,2.65,18/02/2018,4,Tesco Ireland Website,25/02/2018,1.5,0.8833,0.5888,3.5332,SAVE 1.15 Was 2.65 Now 1.50,valid from 7/2/2018 until 6/3/2018
4,177177,COMFORT INTENSE FRESH SKY 64W 960ML,8712561877480,6.33,6.33,17/02/2018,4,Tesco Ireland Website,25/02/2018,4,2.33,0.5825,9.32,SAVE 2.49 Was 6.49 Now 4.00,valid from 7/2/2018 until 6/3/2018
4,25516,VEET READY TO USE WAX STRIPS 20S,3059944025003,9.99,9.99,21/02/2018,4,Tesco Ireland Website,25/02/2018,6.34,3.65,0.5757,14.6,SAVE 33%,valid from 20/2/2018 until 19/3/2018
4,37491,DOLMIO BOLOG SCE LIGHT 750G,4002359646454,3.15,3.15,23/02/2018,4,Super Value Website,25/02/2018,2,1.15,0.575,4.6,Special Offer,Feb 15th - Mar 7th
4,146523,SANEX ROLL-ON SENEITIVE 50ML,8714789762906,2.2,2,22/02/2018,4,Tesco Ireland Website,25/02/2018,1.27,0.73,0.5748,2.92,HALF PRICE Was 2.55 Now 1....,valid from 20/2/2018 until 19/3/2018
4,20984,TOMMEE TIPPEE BOTTLE & TEAT BRUSH,5010415323088,4.99,4.99,09/02/2018,4,Tesco Ireland Website,25/02/2018,3.19,1.8,0.5642,7.2,,
3,124999,ORAL B PRO EXPERT PROTECT CLEAR MINT 75M,5013965948428,4.99,4.99,17/02/2018,4,Tesco Ireland Website,25/02/2018,3.2,1.79,0.5593,7.16,SAVE 33%,valid from 20/2/2018 until 19/3/2018
4,6736,LOREAL ELNETT NORMAL HAIR/SP 200ML,5011408002270,5.75,5.99,03/02/2018,4,Tesco Ireland Website,25/02/2018,3.85,2.14,0.5558,8.56,Only 3.85 Elnett Hairspray Normal ...,valid from 20/2/2018 until 19/3/2018
3,212435,SENSODYNE RAPID RELIEF ORIGINAL 75MLS,5054563023803,6,6,23/02/2018,4,Tesco Ireland Website,25/02/2018,3.87,2.13,0.5503,8.52,SAVE 33%,valid from 20/2/2018 until 19/3/2018
4,134863,SPECIAL K CHEWY MILK CHOC DELIGHT 4X24G,5050083591921,3.09,3.09,20/02/2018,4,Tesco Ireland Website,25/02/2018,2,1.09,0.545,4.36,SAVE 1.09 Was 3.09 Now 2.00,valid from 15/2/2018 until 28/2/2018
4,3207,KIKKOMAN TERIYAKAI SAUCE 250ML,8715035210301,3.79,3.79,20/02/2018,4,Tesco Ireland Website,25/02/2018,2.47,1.32,0.5344,5.28,SAVE 33%,valid from 31/1/2018 until 26/2/2018
3,171440,GARNIER MICELLAR CLEANS WATER 400ML,3600541358461,7.99,7.99,22/02/2018,4,Tesco Ireland Website,25/02/2018,5.02,2.6433,0.5265,10.5732,SAVE 33%,valid from 20/2/2018 until 19/3/2018
4,163656,ROBERT ROBERTS COFFEE CAPSULES STR 9 45G,5011057095609,3.8,3.8,23/02/2018,4,Tesco Ireland Website,25/02/2018,2.49,1.31,0.5261,5.24,,
3,199588,TREK BERRY BURST MULTIPAK 3X55G,5060088703922,3.69,3.69,21/02/2018,4,Tesco Ireland Website,25/02/2018,2.43,1.26,0.5185,5.04,SAVE 25%,valid from 7/2/2018 until 6/3/2018
4,199590,TREK COCOA CHAOS MULTIPAK 3X55G,5060088703960,3.69,3.69,23/02/2018,4,Tesco Ireland Website,25/02/2018,2.43,1.26,0.5185,5.04,SAVE 25%,valid from 7/2/2018 until 6/3/2018
4,51811,TOMMEE TIPPEE KIDS ON THE GO  9M+,5010415440020,4.99,4.99,22/02/2018,4,Tesco Ireland Website,25/02/2018,3.29,1.7,0.5167,6.8,,
3,110180,NATURES AID GARLIC PEARLS OAD CAPSULES 3,5023652331228,6.59,6.59,15/02/2018,4,Evergreen Website,25/02/2018,4.35,2.24,0.5149,8.96,,
4,207231,NIVEA SHOWER SILK MOUSSE CREME SOFT 200M,4005900284013,3.99,2.99,17/02/2018,4,Super Value Website,25/02/2018,1.99,1,0.5025,4,Special Offer,Feb 15th - Mar 7th
3,161229,FLASH MAGIC ERASER POWER (D),4015600789404,3,3,20/02/2018,4,Tesco Ireland Website,25/02/2018,2,1,0.5,4,SAVE 1.00 Was 3.00 Now 2.00,valid from 7/2/2018 until 6/3/2018
4,59126,LISTERINE MOUTHWASH COOL 250ML,5010123703509,3,3,23/02/2018,4,Tesco Ireland Website,25/02/2018,2,1,0.5,4,SAVE 1.00 Was 3.00 Now 2.00,valid from 20/2/2018 until 19/3/2018
4,193387,NEW DUCK 5IN1 SOLID RIMBLOCK MARINE,5000204725353,3,3,22/02/2018,4,Super Value Website,25/02/2018,2,1,0.5,4,Special Offer,Feb 15th - Mar 7th
1,209894,NESTLE KITKAT 2F MOCHA 9PK 9X20.7G,7613036099301,3,3,23/02/2018,4,Tesco Ireland Website,25/02/2018,2,1,0.5,4,SAVE 1.05 Was 3.05 Now 2.00,valid from 7/2/2018 until 6/3/2018
1,209892,NESTLE KITKAT 2F COOKIE/CREAM 9PK 9X2F,7613036099349,3,3,21/02/2018,4,Tesco Ireland Website,25/02/2018,2,1,0.5,4,SAVE 1.05 Was 3.05 Now 2.00,valid from 7/2/2018 until 6/3/2018
1,17141,HARDYS STAMP CAB MERLOT 75CL,9311043048715,11.99,11.99,09/02/2018,4,Tesco Ireland Website,25/02/2018,8,3.99,0.4987,15.96,SAVE 3.99 Was 11.99 Now 8.00,valid from 21/2/2018 until 7/3/2018
3,6733,LOREAL ELNETT NORMAL 75ML,50991297,4.49,4.49,17/02/2018,4,Super Value Website,25/02/2018,3,1.49,0.4966,5.96,Special Offer,Feb 15th - Mar 7th
4,203881,BABY DOVE MOISTURE RICH SHAMPOO 200ML,8710908657900,3.95,2.99,10/02/2018,4,Tesco Ireland Website,25/02/2018,2,0.99,0.495,3.96,SAVE 1.49 Was 3.49 Now 2.00,valid from 20/2/2018 until 19/3/2018
4,203884,BABY DOVE LOTION SENS FF 200ML,8710908658006,3.95,2.99,17/02/2018,4,Tesco Ireland Website,25/02/2018,2,0.99,0.495,3.96,SAVE 1.49 Was 3.49 Now 2.00,valid from 20/2/2018 until 19/3/2018
4,205179,DOVE BABY RICH MOIST LOTION 200ML,8710908658075,3.5,2.99,13/02/2018,4,Tesco Ireland Website,25/02/2018,2,0.99,0.495,3.96,SAVE 1.49 Was 3.49 Now 2.00,valid from 20/2/2018 until 19/3/2018
4,78488,VEET IN SHOWER CREAM SENSITIVE 150ML,5011417549247,9.85,9.85,16/02/2018,4,Tesco Ireland Website,25/02/2018,6.59,3.26,0.4946,13.04,SAVE 33%,valid from 20/2/2018 until 19/3/2018
2,176653,NIVEA DEOD POWD TOUCH WOMEN 250M,4005808908578,4.75,4.75,10/01/2018,4,Tesco Ireland Website,25/02/2018,3.18,1.57,0.4937,6.28,SAVE 33%,valid from 20/2/2018 until 19/3/2018
3,191290,HEINEKEN LIGHT CANS 4X500ML,8712000038601,8.95,8.95,23/02/2018,4,Tesco Ireland Website,25/02/2018,6,2.95,0.4916,11.8,Only 6.00 Heineken Light Can,valid from 21/2/2018 until 20/3/2018
4,188865,GILLETTE VENUS SWIRL RAZOR,7702018401055,14.95,14.95,21/02/2018,4,Tesco Ireland Website,25/02/2018,10.04,4.91,0.489,19.64,SAVE 33%,valid from 20/2/2018 until 19/3/2018
2,192117,KENCO CAPPUCINO SACHETS 8X18.7G,8711000510520,3.95,3.95,21/02/2018,4,Super Value Website,25/02/2018,2.67,1.28,0.4794,5.12,Special Offer,Feb 15th - Mar 7th
4,151687,SURF LIQ TROPICAL LILLY 25W 875ML,8712561060080,6.7,5,23/02/2018,4,Tesco Ireland Website,25/02/2018,3.42,1.58,0.4619,6.32,HALF PRICE Was 6.85 Now 3....,valid from 7/2/2018 until 6/3/2018
4,151993,SURF LIQ LAVENDER & JASMINE 25W 875ML,8712561060240,6.7,5,17/02/2018,4,Tesco Ireland Website,25/02/2018,3.42,1.58,0.4619,6.32,HALF PRICE Was 6.85 Now 3....,valid from 7/2/2018 until 6/3/2018
4,168547,NIVEA DAILY ESS SENS DRY CREAM 50ML,4005808924417,6.99,6.99,16/02/2018,4,Tesco Ireland Website,25/02/2018,4.79,2.2,0.4592,8.8,SAVE 33%,valid from 20/2/2018 until 19/3/2018
4,38058,HUGGIES DRY NITES 8-15YRS GIRL 9S,5029053527604,7.99,7.99,22/02/2018,4,Tesco Ireland Website,25/02/2018,5.5,2.49,0.4527,9.96,SAVE 2.79 Was 8.29 Now 5.50,valid from 20/2/2018 until 19/3/2018
2,56286,HEINZ CLASSIC SOUP MINESTRONE 400G,5000157062635,1.45,1.45,23/02/2018,4,Tesco Ireland Website,25/02/2018,1,0.45,0.45,1.8,SAVE 45c Was 1.45 Now 1.00,valid from 7/2/2018 until 6/3/2018
3,63943,TYMBARK MULTIVITAMIN NECTAR 2LTR,5900334004215,2.89,2.89,15/02/2018,4,Tesco Ireland Website,25/02/2018,2,0.89,0.445,3.56,SAVE 1.25 Was 3.25 Now 2.00,valid from 31/1/2018 until 26/2/2018
4,164462,BATISTE DRY SHAMPOO FL AND FLIRTY 200ML,5010724527375,5.49,5.49,15/02/2018,4,Tesco Ireland Website,25/02/2018,3.8,1.69,0.4447,6.76,,
3,206110,ALWAYS DISCREET MEDIUM PANTS 12'S,4015400628262,12.67,12.67,11/02/2018,4,Tesco Ireland Website,25/02/2018,8.8,3.87,0.4397,15.48,SAVE 4.00 Was 12.80 Now 8.80,valid from 20/2/2018 until 19/3/2018
2,209365,SANEX SHOWER ZERO % SENS GEL 500ML,8714789788579,4.19,2.99,23/02/2018,4,Tesco Ireland Website,25/02/2018,2.09,0.9,0.4306,3.6,HALF PRICE Was 4.19 Now 2....,valid from 20/2/2018 until 19/3/2018
4,74417,HERBAL ESS COND DAZZLING SHINE 200ML,5011321594500,3.25,3.25,13/01/2018,4,Tesco Ireland Website,25/02/2018,2.29,0.96,0.4192,3.84,,
3,38055,HUGGIES DRYNITES PYJAMA PANT BOY 4-7YRS,5029053527574,7.79,7.79,16/02/2018,4,Tesco Ireland Website,25/02/2018,5.5,2.29,0.4163,9.16,SAVE 1.19 Was 6.69 Now 5.50,valid from 20/2/2018 until 19/3/2018
4,11320,JIM BEAM WHITE 40% DST 70CL,5010196091008,28.99,31.99,23/02/2018,4,Super Value Website,25/02/2018,21,8.74,0.4161,34.96,Special Offer,Feb 22nd - Feb 28th
3,68139,TWININGS GREEN TEA CRANBERRY 20S,0070177248505,2.75,2,23/02/2018,4,Tesco Ireland Website,25/02/2018,1.42,0.58,0.4084,2.32,Only 1.42 Twinings Green Tea & Cra...,valid from 7/2/2018 until 6/3/2018
4,50915,TOMMEE TIPPEE SOOTHER 6-18MTHS,5010415330086,4.49,4.49,09/02/2018,4,Tesco Ireland Website,25/02/2018,3.19,1.3,0.4075,5.2,,
4,204683,NEUTROGENA HYDROBOOST GELEE MILK CL 200M,3574661292014,9.99,6.99,10/02/2018,4,Tesco Ireland Website,25/02/2018,4.99,2,0.4008,8,HALF PRICE Was 9.99 Now 4....,valid from 20/2/2018 until 19/3/2018
1,183169,HB MAGNUM MINI CLASSIC 6X60ML,8712566398898,5.6,5.6,19/02/2018,4,Tesco Ireland Website,25/02/2018,4,1.6,0.4,6.4,SAVE 1.60 Was 5.60 Now 4.00,valid from 30/1/2018 until 26/2/2018
4,168247,TOMMEE TIPPEE  SOOTHER NIGHT 2S 6-18M,5010415333629,6.99,6.99,21/02/2018,4,Super Value Website,25/02/2018,5,1.99,0.398,7.96,Special Offer,Feb 15th - Mar 7th
3,210823,HELLMANNS TOMATO KETCHUP 473G,8714100725375,2.79,2.79,21/02/2018,4,Tesco Ireland Website,25/02/2018,2,0.79,0.395,3.16,SAVE 79c Was 2.79 Now 2.00,valid from 7/2/2018 until 6/3/2018
2,2037,KNORR PASTARIA PASTA MUSHROOM  170G,5011002605563,2.09,2.09,21/02/2018,4,Super Value Website,25/02/2018,1.5,0.59,0.3933,2.36,Special Offer,Feb 15th - Mar 7th
2,2037,KNORR PASTARIA PASTA MUSHROOM  170G,5011002605563,2.09,2.09,21/02/2018,4,Tesco Ireland Website,25/02/2018,1.5,0.59,0.3933,2.36,SAVE 79c Was 2.29 Now 1.50,valid from 15/2/2018 until 28/2/2018
4,51811,TOMMEE TIPPEE KIDS ON THE GO  9M+,5010415440020,4.99,4.99,22/02/2018,4,Super Value Website,25/02/2018,3.59,1.4,0.3899,5.6,,
3,157966,SARSONS MALT VINEGAR GLASS 250ML,5060336500020,1.45,1.45,19/02/2018,4,Tesco Ireland Website,25/02/2018,1.05,0.4,0.3809,1.6,,
3,6798,LOREAL KIDS STRAWBERRY SHAMPOO 250M,5011408063882,4.05,4.05,28/01/2018,4,Tesco Ireland Website,25/02/2018,2.95,1.1,0.3728,4.4,,
4,175693,LOREAL KIDS SW PEAR TANGLE TAMER 150ML,3600522836131,4.05,4.05,22/02/2018,4,Tesco Ireland Website,25/02/2018,2.95,1.1,0.3728,4.4,,
2,168185,COLGATE TOTAL ADV FRESH 125ML,8714789710624,4.72,4.29,22/02/2018,4,Tesco Ireland Website,25/02/2018,3.16,1.13,0.3575,4.52,SAVE 33%,valid from 20/2/2018 until 19/3/2018
3,164249,SACCHETTO PROSECCO COLLIO 20CL,8005172004797,4.75,4.75,23/02/2018,4,Tesco Ireland Website,25/02/2018,3.5,1.25,0.3571,5,,
3,48717,LOREAL CASTING CREME MAHOGANY 550,3600520987781,10.85,10.85,23/02/2018,4,Tesco Ireland Website,25/02/2018,8,2.85,0.3562,11.4,SAVE 2.88 Was 10.88 Now 8.00,valid from 20/2/2018 until 19/3/2018
3,48719,LOREAL CASTING CREME L/BROWN 600,3600520987804,10.85,10.85,23/02/2018,4,Tesco Ireland Website,25/02/2018,8,2.85,0.3562,11.4,Only 8.00 Casting Creme Light Brow...,valid from 20/2/2018 until 19/3/2018
4,165243,ELLAS THE WHITE ONE MULTIPACK 4X90G,5060107335936,5.4,5.4,11/02/2018,4,Tesco Ireland Website,25/02/2018,3.99,1.41,0.3533,5.64,,
3,137189,BEELINE EPO  1000MG CAPS 30S TWP,5099442002302,8.25,8.25,23/02/2018,4,Super Value Website,25/02/2018,6.18,2.07,0.3349,8.28,Special Offer,Feb 15th - Mar 7th
4,6322,MAGIC TREE VANILLAROMA AIR FRESH,0076171101051,2,2,22/02/2018,4,Tesco Ireland Website,25/02/2018,1.5,0.5,0.3333,2,,
3,215893,LITTLE TREE AIRFRESHNER,0076171102829,2,2,18/02/2018,4,Tesco Ireland Website,25/02/2018,1.5,0.5,0.3333,2,,
3,200882,AMBI PUR 3VOL  PLUG IN REF THAI OR 20ML,4015600499983,6,6,10/02/2018,4,Tesco Ireland Website,25/02/2018,4.5,1.5,0.3333,6,SAVE 1.50 Was 6.00 Now 4.50,valid from 21/1/2018 until 4/3/2018
2,194561,FINDUS CRISPY PANCAKES MINCE/BEE 4S 220G,5000116111299,2,2,21/02/2018,4,Tesco Ireland Website,25/02/2018,1.5,0.5,0.3333,2,,
4,146523,SANEX ROLL-ON SENEITIVE 50ML,8714789762906,2.2,2,22/02/2018,4,Super Value Website,25/02/2018,1.5,0.5,0.3333,2,Special Offer,Feb 15th - Mar 7th
2,193808,NANDOS PERINAISE SQUEEZY 265G,6003770009130,2.65,2.65,23/02/2018,4,Tesco Ireland Website,25/02/2018,1.99,0.66,0.3316,2.64,,
2,193994,CADBURY WISPA 9PACK 282.5G,7622210996916,3.99,3.99,23/02/2018,4,Tesco Ireland Website,25/02/2018,3,0.99,0.33,3.96,SAVE 99c Was 3.99 Now 3.00,valid from 21/2/2018 until 27/2/2018
2,190845,CADBURY 9PK FLAKE,7622210989178,3.99,3.99,22/02/2018,4,Tesco Ireland Website,25/02/2018,3,0.99,0.33,3.96,SAVE 99c Was 3.99 Now 3.00,valid from 21/2/2018 until 27/2/2018
1,190844,CADBURY TWIRL 11PK 236.5G,7622210989215,3.99,3.99,10/01/2018,4,Tesco Ireland Website,25/02/2018,3,0.99,0.33,3.96,SAVE 99c Was 3.99 Now 3.00,valid from 21/2/2018 until 27/2/2018
1,210105,CADBURY TIFFIN 200G,7622210777423,3.99,3.99,18/12/2017,4,Tesco Ireland Website,25/02/2018,3,0.99,0.33,3.96,,
4,191838,LYNX TRILOGY URBAN APA 150ML,8710908269042,4.69,3.99,17/02/2018,4,Super Value Website,25/02/2018,3,0.99,0.33,3.96,Special Offer,
2,178185,GOURMET MON PETIT CHK/DUCK/TURKEY 6X50G,7613034582324,2.99,2.99,21/02/2018,4,Super Value Website,25/02/2018,2.25,0.74,0.3288,2.96,Special Offer,
